Genes	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-D10_1_8450.d
DCLK1	12636.9	10021	7255.48	6044.08	68846.6	92407.2	60983.5	77021								
DCLK2	2954.79	2662.14	2759.89	2031.76	2480.19	2529.52	4760.85	1080.29	4902.37	4700.71	3530.66	4692.01	8017.88	7550.38	6404.99	8468.39
DCN	8880.82	11305.4	10548.4	9895.38												
DCP1A	4716.01	4897.98	5088	5069.48	6176.42	6684.02	6357.3	5851.42	5275.72	5532.32	5067.89	5067.85	4648.37	4707.6	5597.15	4394.74
DCP1B	1598.05	1789.84	1803.2	1757.75		889.594			2053.45	1625.78	2149.59	1881.84	2359.49	1920.78	1589	1983.78
DCPS	13835.1	12801.8	13136.6	15237.2	16145.6	25983.4	14597.7	16341.5	16683.6	16331.1	17017.1	18784.4	13921.6	18557.1	19255.7	15341.2
DCTD	30673	28969.3	25428	31045.4	33728.5	39981.4	29814.2	27383	18986.4	14514.2	17814	21467.8	15629.4	13024.2	16442.6	14536
DCTN1	41242.3	46376.5	40770.7	43748.9	22718.6	26283.8	23417.6	25205.9	45001.5	41637.6	42514.6	46224.1	35069	36671.4	36673.1	37185.1
DCTN2	44062.7	51649.1	47623	52975.8	33340	33021.2	32042.4	33673.9	50691.3	48483	47063.4	51920.7	38042	38789	38381.7	40731
DCTN3	33614.8	42433.9	29948.3	44121.6	37364.7	32957.5	33586.6	38880.9	50984.3	51097.7	29610	35570.6	39332.3	46812.4	51847.7	39269.9
DCTN4	27996	21995.3	27151.7	19170.8	16611.6	17203.9	18605	18541.2	30440.4	27584.5	29409.1	30199.8	22283.9	17766.8	21917	25231.7
DCTPP1	12744.9	11741.8	9345.7	13335.9	18460.7	27521.2	18495.6	22027.2	15271.5	13974.1	12145.8	11347	12045	20106.8	17762	15206
DCUN1D1	8815.16	6676.47	10306.8	8783.4		3945.18	6116.6	5596.75	19964.5	19184.4	16931	14368.2	17125.9	24683.4	20214.3	18388.5
DCUN1D3	6039.14	6488.1	5054.15	6855.35		3393.83	2438.24	3322.07	2450.68	2421.59					2365.63	
DCUN1D5	7891.78	7576.92	7420.66	5814.79	7972.07	8640.42	8358.95	9663.72			6966.78	10169.7	7428.08	9900.16	6885.51	5397.71
DCXR	34477.9	31113	25683.1	26837.5	54805.8	58849.9	45139.6	38191.5	76828.3	67011.1	61686.5	77714.5	77885.6	51503.3	49852.5	57921.2
DDAH1	20589.6	28339.2	24545.8	28701.1	16530.1	18225.6	21920.1	26221.4				2473.31				
DDAH2	87260.5	88802.3	59708	84645.3	26221	33377.7	27842.9	30808.7	68327.5	55712.3	53602.3	64371.2	34667.4	21610	22415	24695.1
DDB1	44775.7	42503.6	47940.2	48977.4	55438.5	60853.6	59597	58036.4	53330.5	54792.3	51149.1	53135.7	49664.7	49003.3	47746.3	45885.6
DDB2	5298.1	4589.88	4296.77	4447.89		9073.48	8433.52	7728.71	6087.09	6530.15	7863.6	6182.46	7605.91	8153.97	6480.7	5749.96
DDHD2	9117.59	11110.8	7506.74	9855.41	12852.7	9448.54	10077.3	9167.06	6455.21	7003.67	5571.77	5712.01	5266.57	4927.94	5759.85	5898.34
DDI2	20916.2	17271.4	13685.8	17628.8	16658.1	14256.4	16506.7	14028.3	46883.6	38657.4	34648.4	42388	51876.8	43372	49014.1	50366.1
DDOST	440332	436747	443256	396713	151073	169016	175490	179883	305700	318521	267709	321140	285621	245861	252305	272041
DDR1	6257.76				15313.3	15680.5	11548.8	8875.62								
DDR2	8812.7	11730.8	10459.3	9193.9	2440.58	3030.58	2790.49	3080.87								
DDRGK1	32042.3	37837.1	33384.8	36337.9	24193.2	28948.5	16846.1	17640.6	46377.3	38515.9	41889.7	46935.9	44683.5	41931.8	50868.8	49293.5
DDX1	203535	192939	188404	178758	102946	117111	85575.5	86795.1	125253	99399.1	106387	113203	136351	118954	118940	125290
DDX10	5619.26	5082.08	6183.57	5340.32	6833.91	7662.48	7234.56	6572.95	5315.59	3798.77	5161.03	5181.24	6672.96	4357.04	5780.81	5419.72
DDX17	81126.8	75013.8	101488	84371.2	99884.7	81537.2	98353.9	106155	106553	118607	122373	102814	112634	146936	125165	115935
DDX18	19761.4	19319.2	21177.9	20827.8	23826.9	24752.7	24084.5	24676.6	15697.5	17343.4	17357.3	16036.9	18935.3	21189.3	18300.6	18689.3
DDX19A	3740.3	4543.68		3905.66	7662.44	6873.73	6921.54	6277.77	7169.81	6643.79		5589.04	6468.83	7728.41	7445.47	6877.79
DDX19B	3317.76	3277.12	3686.44	3294.96	3068.39	3487.88	2608.68	3189.92	3037.12	2611.3	3872.8	3440.07	3417.83	2765.87	3851.18	3658.58
DDX20	7643.8	7283.55	7341.18	7342.06	9898.02	9407.52	9256.62	8261.93	7634.93	7062.89	7436.15	8113.66	7933.55	7564.88	6774.54	7729.18
DDX21	64396.6	57360.7	67148.2	59676.4	103467	108618	113612	104346	36822.8	29583.6	30087	30976.4	41548.9	47880	44980.7	42675.9
DDX23	28613.6	30830.1	31103	30119.2	34767.6	36694	38953.5	41404.2	27939.1	26680.8	24126.8	27822.7	31041.5	28904.7	28584.6	29609.8
DDX24	13836.6	11731.7	9873.46	10459.9	7501.91	7342.96	9073.26	8542.74	11443.5	9623.86	9520.79	10786.2	8907.94	9599.99	8552.56	10315.6
DDX27	18512.9	17118.7	16729.4	17369.5	21678	21786.1	22227	21076.5	16451.9	14862.1	13459.1	17035.7	19697.5	17259.1	16625.4	16634.4
DDX28	1734.21	2297.87	1810.09	2223.94	4464.68	5004.05	3060.08	5379.25	3139.42	3673.59	3228.59	3127.33	6345.6	6273.29	5677.96	5354.42
DDX31	6931.57	7695.34	6217.26	6696.76	5344.96	5412.19	5361.82	6052.2	6036.85	5352.3	4942.2	5424.12	7525.37	7194.14	6321.73	7509.72
DDX39A	28406.3	36638.8	27098.3	34703.8	53263.6	43549.4	54133.3	49296.2	61793.4	56256	48554.8	73962	59246.4	54334.9	47960.1	58140.5
DDX39B	136688	156457	155705	162626	148121	183148	164988	181483	93452.1	99102	94351.5	109628	94965.8	94819.7	105604	110498
DDX3X	80704.3	78037	76437.1	82290.6	81320.4	84242.3	83201	81874.4	69726.5	65661.3	51266.8	65518.8	73463.4	66780.8	63259.1	62157.2
DDX3Y	20155	16279.9	15667.6	13853.9					13336.1	13060	13727.7	15654	16800.3	13162.8	11626.3	15698
DDX41	6658.03	6671.94	6256.55	7176.81	9975.25	11224.7	9543.18	9086.87	6632.78	6262.39	5258.91	6503.65	8488.9	9727.97	8330.59	8395
DDX42	29182.9	25069.3	25487.9	25486.5	28602.4	34174.8	29808	31658.1	23602.1	18249.8	18063.9	22281.4	25301.1	22051.9	21825.3	23601.8
DDX46	26733.8	24753.2	20450.3	19724.8	33724.7	31838.7	36292.8	37387.6	27528.3	24594.3	23211.3	25251.4	29352	29821.6	29640	28434.6
DDX47	16555.3	13658.9	12608.2	13263.2	30021.1	32022.4	31715.2	34522.6	14040.3	11619.7	12156.5	11883.6	16187.1	13678.6	13701.6	13964.4
DDX49	7642.09	8398.93	9540.35	8304.68	6101.45	12328.9	9563.06	9935.15	9537.17	11374.3	9149.73	10134.6	10968.6	11205.1	11005.5	11233.7
DDX5	161358	150803	156606	149988	123295	133953	130693	189176	188086	171089	183117	155608	215675	238067	244593	195977
DDX50	18686.1	17426.5	17234.2	18192.6	31052.2	33717.7	30020.1	32949.5	11618.5	10436.3	12021	11102.6	11123.5	10540.6	10127.9	11554.9
DDX51	7176.21	7152.41	7203.89	5540.97	8727.65	8735.88	8664.87	8150.49	5875.71	5058.55	5156.62	6037.01	7472.17	7071.4	6346.75	6859.2
DDX52	10124.6	9503.62	9334.49	8411.88	9143.7	8672.21	9870.72	9385.65	7818.79	6512.67	6732.38	7801.43	8770.96	8221.62	7637.27	9229.49
DDX54	14589.8	11915.7	11306.2	12313.1	20604.9	20168	17525.2	16784.5	11953.2	11177.4	9491.45	12583.2	11599.2	11255.3	11773	12416.2
DDX55	3441.19		1955.14	2461.45	4967.87	4995.17	4568.58	4608.51	4352.17	3675.67	3644.06	4182.87	3398.53	3700	3478.44	4295.12
DDX56	17387.6	15809.4	14765.8	16098.6	15924.3	15496.1	16942.7	16198.4	14876.1	11395.3	13649.2	15334.4	16714.6	14743.9	16411.8	14251.5
DDX58	40343.6	40030.6	36875.8	36899	13036.4	12309.5	9354.87	16281.8	38814.1	39274	42921.5	41181.9	36638.3	35741.4	29329.2	37495.4
DDX6	31148.8	30290	34890.1	29839.2	15322	18663.4	15453.8	14431.3	30053	33678.5	34130.9	32877.3	40031.6	45386.3	42597.9	43565.3
DDX60	7480.03	7022.52	7446.08	7387.88	6836.08	5937.48	6810.49	7469.69	10340.2	10573.5	10101.5	11623.7	9817.9	9001.88	7961.99	9328.94
DDX60L	3511.94	2301.72	2709.26	2612.96	1444.96	993.656		929.262	3516.47	2800.33	2906.48	3775.83	3290.19	3500.85	3300.73	3994.11
DECR1	18536.1	19805.2	22697.7	20950.2	85927.8	89384	98396.4	101202	72757.8	71025.8	63115.6	76680	112960	62024.7	67171.1	74676.2
DECR2	18733.4	15295.8	15457.9	16692.1	6352.47	5549.94	7055.93	5215.53	9962.65	9810.15	10088.1	13543.3	12297	7495.71	7640.83	9564.94
DEF6		5193.33		3710.87				24211.1	18958.2	15198.1	13678.5	17974.5	17818.3	16889.8	16157.7	19558.9
DEF8		2943.33		3199.88					6547.04	5518.16	5061.11	5663.84	3486.9		2537.35	2576.15
DEK	42777.8	39763.3	30210.7	38318.6	136007	177385	154294	161368	57640.9	55530.4	47444.3	58609.8	54481.2	55365.4	53929	52635.8
DENND10	2178.91	2771.69	3226.02	3169.46		1312.53	1678.79		5179.43	4211.99	6701.99	4423.85	2936.3	2128.09	3054.88	2957.34
DENND1A	5595.69	4369.17	4979.21	4176.97	5650.19	4766.12	5241.05	5691.65	9926.24	8104.9	10213.8	9892.1	7486.3	5083.71	6090.15	7431.98
DENND1C				1255.96					6794.79	5826.12	5369.39	5514.97	4905.12	5098	5265.69	6515.8
DENND2A	1708.75	1960.33	2373.7	1997.85	1676.83										429.97	
DENND2B	14855.7	15600.8	16526.6	16023.6	9316.92	9279.14	11215	13881.5	5319.42	5561.54	7310.87	6622.46	6595.28	6250.94	8575.06	7549.02
DENND3		5814.79		3929.16	5547.75	6516.83	5103.37	6069	11332.3	12336.8	12028.7	12834	24054.4	27728.9	23069.4	25729
DENND4A	3379.11	3239.08	3006	2774.23	5741.67	5753.06	5115.01	4794	4754.32	4061.14		5232.73	4775.63	4112.54	3336.64	3141.74
DENND4B	4967.62	3607.78	3806.21	4938.97		14067.1	4564.96		15031.2	15072.1	15175	16733.2	13349.3	10117.2	11774.1	12922.9
DENND4C	9569.14	9757.81	8759.14	10220	11814.4	10343.6	11143.2	10220.8	27277.9	23255.8	20764	23292.1	17484.3	16780.2	16498	17417.3
DENND5A	3265.23	2767.1	2615.2	2930.91		1850.34	2199.82	2049.32	4056.91		3288.54	2770.54		970.147	1373.85	1448.52
DENR	42968.4	43026.3	27825.7	41455.9	35348.3	39981.5	38217.9	45872.1	29934.1	32147.3	29320.1	32077.4	33628.5	30146.9	33432.4	34951.6
DEPDC5		936.389					2779.36	1689.52	2491.51	1959.98	2568.21	2622.75	2532.8	1972.5	1622.24	1924.55
DERA	30533.5	32370.6	39240.5	32470.5	22482	21943	27849.1	19627.5	79888.9	89232.2	81612.5	83535.8	65983.9	64446	65685.8	61298.4
DERL1	11476.3	12304	22387.1	11290.8	6729	7288.09	7714.09	7928.7	32896.9	35775.2	24071.7	24448.2	24025	32233.7	36285.4	31030.1
DERPC	8671.61	9013.58	6434.57	8862.99	21582.4	26689.4	26497.8	23497.8	7229.58	6592.21	7986.5	8042.76	7451.37	7101.05	6436.7	6526.04
DES	135445	128763	121211	107342	123032		66494.4				20350.4		96386.4	2393.72	11887.5	131468
DESI2	5624.22	4498.98	6139.46	5051.16	2554.13	2008.38		1259.94	2067.19	1163.02	2079.74		792.255	1329.96		1096.6
DFFA	15167.5	16522.5	17198.5	15700	14517.7	14388.7	12002.8	11714.2	17654.1	20301.1	16521.5	17778.4	16426.3	17158.7	14871.2	15153.4
DGAT1	7273.45	4178.41	3167.73	3695	5660.64	4742.88	3887.01	4534.37	5050.71	4231.7	6390.65	7419.26	8784.44	3117.71	3313.06	5625.21
DGCR6L		13202.4		8384.71		11448	9296.67			5006.26			11876.2		9895.93	
DGCR8	3783.42	3097.55	4313.51	3446.05	3556.71	4520.49	4061.91	3174.15	3659.4	2625.34	3205.59	3815.12	2999.85	3030.04	2304.51	3702.53
DGKA	29060.3	32767.2	31497.7	31372.2	9020.41	5140.16	8575.82	8739.7	10734	10353.4	12669	12093.1	15137.2	13892.6	12930.7	13936.8
DGKI	3927.24	3317.36	3504.43	3263.52									1937.06			
DGKQ	2843.92	3193.94	2921.6	3145.67		2314.14	1490.92		2194.35	2814.67	3207.39	1946.75	2650.38	2289.76	2280.5	2796.92
DGKZ	2945.97	2444.47	2773.76	1744.34	2430.93	1320.98			4407.56	3681.08	4878.42	5892.15	6772.45	3830.71	4762.99	6024.63
DGLUCY	10074.4	2640.92	3017.12	2834.99	8086.57	6257.02	8149.46	7933.97	15535.9	14800.8	15062.4	15862.7	23705.4	16797.8	17152.9	18378.6
DGUOK	7898.54	6600.09	7514.76	7198.04	6949.71	7265.88	7700.09	7399.25	6667.5	5880.01	7466.22	6952.11	8575.26	6903.92	7628.48	6725.49
DHCR24	39471.1	41248.1	69378.2	39234.6	25945.5	34412.5	29775.4	41172.3	92076	126218	85049.2	85549.9	26329.7	29926.4	32347.6	30951.1
DHCR7	58271.3	49525.7	54121.8	38445.7	47510.8	43355.3	43621.6	41289.1	116140	129675	102922	98252.1	21291.3	39980.9	38943.7	39940.2
DHDDS	3825.53	3788.21	3403.11	2513.44		2292.08	3670.38		2578.17	2210.11		4741.86			2050.44	3480.21
DHFR	4632.9		3792.41	5556.38	5370.89	7554.79	6813.31	7797.24	17748.1	21349.5	12327.9	15762.3	6344.51	6276.08	7571.44	7214.88
DHODH	8183.59	8212.06	7269.73	7665.22	14257.8	14175.1	14120.1	14967.9	12506.6	12280.8	9722.56	14931.1	14583.9	10408.7	10399.2	12094.4
DHPS	2367.24	3101.01	2213.51	3149.8	9866.03	9470.06	10178.5	13174	2776.38	2304.75	4394.02	2842.7	1964.6	1702.19	1490.85	2668.7
DHRS1	14989.6	11748	13244.7	12161.2	3681.38	4174.75	4079.07	4887.94	17205.2	17741.9	12660.6	13960.2	11346.2	10163.9	7909.58	8190.99
DHRS3					12657.6	13970.5	12744.9	14568.8	15253	9957.95	13767.4	14768.7	15730	19746.9	22414.8	19801.8
DHRS4	15237.7	20061.3	15972.5	19641.3	8052.88	6850.9	7739.05	8813.92	49649.5	59032.2	55111.3	54217.8	45653	31928	38313.5	38418.7
DHRS7	49111.6	53804.1	60219.3	58068.6	20119.5	29232.6	24368.5	23786.4	71342.8	69456.7	60931.1	68882.5	64731.6	59131.4	64905.1	70438.9
DHRS7B	8856.65	7219.06	7963.66	6468.31	4451.84	4792.77	4371.16	3752.27	9652.72	9490.65	8807.85	9426.56	10297	7333.14	9070.86	8397.86
DHRS9								19916.7	36361.1	25371.3	31701.6	30027.4	26017.9	21177.6	27785.8	27346.6
DHRSX	1400.47	1420.63	2110.03	1697.92	552.316	1271.67	609.519	1409.17	4722.98	4634.44	4942.86	5129.51	2612.5	2337.37	3871.01	3257.54
DHTKD1	2929.95	2619.07	2842.32	2926.96	6236.68	8050.87	8677.52	7747.21	8562.58	9614.9	7607.2	8766.86	7982.35	7934.86	8479.51	8556.56
DHX15	57657.4	52624	52785.4	53007.3	88319	99943.7	94386.8	88224.1	66714.3	59878.3	54648.7	59371.1	66442.2	69006.3	68101.6	66792.1
DHX16	7014.53	7814.97	8254.16	7856.5	9922.14	10475.8	11593.8	10853.7	7462.72	6119.94	6602.26	8591.59	7107.18	7004.52	7521.75	7552.62
DHX29	12960.3	13738.7	13463.2	14575.3	7526.24	7324.55	8047.49	8109.04	7279.76	7173.54	7359.44	7060.88	7724.21	7765.25	8158.8	7507.45
DHX30	15420	14614.9	15784.2	14283.7	18501.5	17222.5	20554.2	18554	12809.9	13202.1	13678.1	12489	15394	14606	15269.3	15021.5
DHX32	4190.42	4652.99	7028.71	5578.58		5255.92	7213.6	5725.16	6019.31	6714.58	7646.16		8642.94	4971.59	3904.2	4528.32
DHX33	2515.46	3325.33		2979.62	6927.9	5822.89	6517	6625.98								
DHX34	3321.22	2804.31	3441.48	3458.17		2336.5		3085.17	4026.17	3914.74	4262.28	3637.49	2976.23	2910.48	3356.28	3167.51
DHX35	3214.27	2654.23	2739.46	3467.33		2525.89	2812.45	2184.11	3778.86	3754.83	2862.16	4338.34	4856.75	2108.7	3185.67	4439.93
DHX36	11754.3	11205.1	11204.8	11856.8	10636.6	11726.1	10187.3	11482.1	10659.3	9478.28	9953.32	9414.17	9647.17	10967	10416.2	11070.1
DHX37	10150.3	8769.87	8613.64	8546.8	8760.29	11251.1	9985.93	10514	9267.91	10520.1	8660.82	10849.1	13444.4	11175.6	11907.3	10154
DHX38	9170.18	7559.92	7427.63	7913.57	9693.64	8207.23	10030.8	9062.47	9543.68	8276.92	7131.48	9923.05	10598.6	9436.9	8800.94	9267.04
DHX40	1611.19	2097.07	1814.66	2092.98	2439.36	3044.24		2493.97	1886.96	945.427	1042.94	1272.24	775.283	1019.92	1443.67	942.448
DHX57	9326.71	8655.57	8070.14	7325.84	3593.36	4498.43		4679.1	6004.95	6270.33	8110.89	7839.67	6831.78	6096.81	4854.57	6544.46
DHX8	4759.21	4834.32	4489.12	4173.67	6879.86	6400.84	7264.18	7168.46	5159.78	4596.23	4395.42	5470.91	6030.64	5406.82	4787.16	5809.43
DHX9	125496	128948	146843	126178	169542	185362	183885	194479	141417	146771	135564	130381	158793	190370	181036	169946
DIABLO	32080.9	38508.3	43941.3	42799.9	31001.3	38360.4	32288.5	31303.7	37389	34452.7	35574.7	36686.8	40806.4	35728.5	36198	40766.7
DIAPH1	27797.2	26295.1	26944	27578.3	44687	45941.3	44700.8	44283.8	33025.1	32564.6	27959.2	34613.8	55340	56472	57715	60169.2
DIAPH2	3568.71	3310.87	2586.84	3478.17	6327.38	7088.17	6245.4	6715.33	11139.1	11660	9848.03	12321.5	9323.85	9238.8	8735.95	9871.89
DIAPH3	4232.53	3474.65	3253.31	5237.73	5950.41	7086.85	7177	9150.82		2245.1	7846.23	2890.95				
DICER1	8045.95	7247.96	8025.95	7988.6	3511.26	4618.31	4638.34	13906	10255.9	10440.9	9921.25	10938.9	7100.91	8964.27	8020.89	8539.37
DIDO1	12791.4	11621	11985.1	10936.6	13959.4	14029.4	13673.5	12874	10480.6	9672	10948.7	12710.7	11966.1	10451.7	10742.5	10789.7
DIEXF	3746.17	3458.33	3377.16	3179.05	4829.6	3894.35	4416.59	5169.77	3192	2591.19	2176.1	3219.06	3811.41	3437.71	3821.38	3497.73
DIMT1	9162.1	8051.06	8978.02	9118.72	20810.3	22776.9	21687.1	21857	8953.89	8675.49	7404.91	9029.17	8215.64	7232.74	7696.97	7794.05
DIP2A	3188.41	3352.8	3573.89	3189.6	2506.42	2734.61	2182.95	1756.98	4852.89	4021.43	6042.97	5431.59	3990.47	3034.12	2737.99	3398.79
DIP2B	8298.98	8531.43	7782.57	8281.78	10287.1	9451.7	11018.9	10286	12982.3	14465.3	13171.5	13712.5	10948.1	11916.3	10712.3	11624.9
DIP2C	3986.92	3885.17	2651.68	2855.61	2161.57	1910.47	3301.6	2227.69				2516.63				
DIPK2A	8871.61	8846.31	7371.36	7767.24	4252.1	3809.08	3770.76	3504.19	10913.2	7870.65	8915.83	9375.84	4312.24	4084.28	3675	4716.24
DIS3	17696	18410.7	20705.5	18914.6	17443.6	18450.1	14561.7	19028.9	15815.1	14081.2	13750.5	12625.5	17669.5	20223.3	17656.4	16726
DIS3L	9820.39	6596.25	3552.42		5145.16	4980.15	5160.78	4178.85	7535.23	3120.46	6586.04	9173.6	8432.13	3529.19	4274.77	12411.4
DIS3L2	2676.06	3699.12	3522.83	4167.06	5420.12	2663.61	4313.62	4654.4	3873.93	3814.42	3245.02	5103.74	4510.26	5007.64	4427.32	4733.88
DISC1		3110.1		2746.29					3699.32	2680.86	3991.81	4544.05	2700.63	1994.98	2794.51	
DIXDC1	1044.08	858.579	1361.05	1041.04		741.546		1130.41								
DKC1	29084.7	24411.2	28316.9	22374	23813.4	30095	27040.5	31475.2	17831.9	21475.7	21282.2	25435.7	25983.6	26808.1	27765.9	30345
DKK3	5781.9	5892.93	7959.1	11965	9034.96	3720.71	5483.86	4718.52	10143.8	5554.4	20764.1	19394.7	8080.59	3494.74	4939.67	9854
DLAT	17787.3	17321.5	13558.2	15507	69446.3	66396.1	70117.2	72541.6	30681.3	25512.8	26334	33286.1	32367.7	24109	25058.2	26686.7
DLC1	9331.57	9406.49	9132.29	10164.9												
DLD	24436.5	28421.6	22865.9	29027	35785.6	36536	46050.5	44476.8	39243.6	37284.4	33180.6	45433.6	36512.9	26927.1	33112.6	32415.5
DLG1	25412.6	27895.8	33672.2	24915.3	22346.6	15785.5	19234.6	18151.7	1860.38	5389.41	5045.29	8251.02	5943.65	5591.68	9005.21	4744.82
DLG3					1704.83	2372.25										
DLG5	4599.13	4457.21	4842.1	4685.02	3242.65	4595.79	3980.74	4879.86			2735.97					
DLGAP4	23021.8	18046.1	13205.6	16659.2	8280.47	7578.48	7656.22	7653.85	9078.41	6424.94	6737.96	8643.57	9812.24	5911.55	7982.89	8763.34
DLGAP5	3786.11	4282.28	4360.45	5935.75	8175.1	8024.03	6052.53	5990.14	5239.83	4782.5		3669.77	6088.84	4764.44	3954.01	
DLST	124661	117442	99277.5	108178	69039.1	74272.3	60989.8	72212.1	190295	128357	148154	190713	223740	147621	162605	183138
DMAC1									5094.08		4485.59	5525.77	6225.32	2910.76	5063.28	5731.55
DMAC2		6594.61	4433.51	5525.24				2197.55	10646.9	9534.88	7182.03	11334.2	7618.21	7639.43	7028.31	8099.09
DMAC2L	5353.97	5553.57	5147.98	5162.12		3972.24		5139.27	5293.25	5099.8	5299.1	6616.08	9616.34	9695.01	9691.37	9302.96
DMAP1	4639.92	3908.16	3673.08	3142.44	5254.73	3966.04	4091.17	4029.14	4330.24	3254.95	4285.06	4972.35	4761.79	3140.62	3953.1	4449.27
DMBT1	120646	109245	137093	23547.2	35115.8	38806.7	30736	33574.2	123350	130516	173152	140202	111372	212698	125838	94918.8
DMD	12136.5	12228.3	11685.9	10930.2	4558.65	3607.73	3433.02	3157.67								292.483
DMXL1		4557.79	4733.16	4188.57	4930.93	5488.52	4176.05	3748.51	7191.94	7311.82	6752.03	7803.81	6467.35	5096.22	4627.81	5582.7
DMXL2	3490.79	3816.9	3458.12	3551.96	3748.5	3545.49	3259.62	3980.16	9781.09	8389.87	10061.2	11112.5	11791	11133.2	11131.5	11353.3
DNAAF2	2252.47	1857.37		1719.36	1541.46			1082.33	1280.74		880.146	1174.66	994.947	866.333	1102.58	1134.42
DNAAF5	13279.5	15004	11590.8	14749.4	17078	13662.8	14096.3	12639.7	12179.6	10113.9	11568.4	10696.2	10554.1	11505.8	10249.1	10865
DNAJA1	29502.4	28972.3	48587.1	32434.8	20935.2	23758.7	19333.8	17088.4	42942.8	50447.2	49013.5	38257	44175.2	45350.2	43148.8	40551
DNAJA2	16780.2	15776.7	15277.2	13810.2	17090.8	15160.3	15490.2	11539.9	23242.3	20843.7	18195.2	22760.2	24042.8	28747.8	22796.4	22592.8
DNAJA3	12939.2	12776.6	13224.4	11187.5	14757.8	12402.3	13212.9	14731.8	15387.4	14429.5	14521.3	17229.6	20345.7	17258.9	20497	20139.4
DNAJB1	16411.8	15402.3	15920.4	15131.8	27568.5	30420.9	23448.4	25833.8	18256.2	17023.9	15760.8	18167.9	18237.1	20611.7	18352.8	17805.9
DNAJB11	57402.4	61616.2	62536.7	51760	37612	38612.5	38028.2	39742.1	67927.8	69632.7	59274.1	65995.8	60172.7	54835.7	59733.2	60797.2
DNAJB12	3262.13	4181.73	5272.35	3653.19		3139.99		1930.65	7779.45	9116.08	10282.3	8162.03	8889.01	10652.9	8817.61	8628.43
DNAJB14	3849.79	3118.49	3313.18	3535					4662.67	3988.74	3819.87	4302.87	3198.86	3389.93	3571.1	4079.01
DNAJB2	11284	11701.8	10678.3	9301.83	9886.49	8389.59	11240.2	9997.79	6010.69	4825.24	6653.65	6964.02	6800.82	3328.66	4904.07	5662.46
DNAJB4	35891	36280.5	38775.4	38069	7668.35	9049.55	6837.19	7849.35		1770.1	3907.71	3144.67	3925.68	4149.14	2058.82	2952.74
DNAJB6	5632.49	5907.29	6739.07	6043.42	4532.74	4980.98	5402.85	5416.67	9296.16	8869.5	8467.71	8978.34	8592.61	8090.19	8167.5	7320.1
DNAJC1	13540.5	13489.6	12704.8	13245.7	13565.8	11687.3	12701.7	11295	9826.31	8467.39	7908.82	8875.74	8872.25	7355.82	4842.08	7930.4
DNAJC10	30875.2	31093.6	26466.2	31169.9	13723.1	16070.6	12753.1	13189.5	25275.3	23698.5	21506.6	24098.7	20404.4	22607.9	22025.3	21978.7
DNAJC11	8423.36	11127.5	15461.3	12097.4	10970	8255.91	9744.62	11406.5	12248.2	14698.4	13533.7	12719.2	14165.1	15876.1	14284.7	11694.6
DNAJC13	26777.8	25600.2	27800.1	25951.2	19819.7	20367.3	19349.1	20364.3	43197.9	42469.3	41816	45475	42720.7	42367.8	42464.3	42910.2
DNAJC16		3918.46	2420.68						2572.09	2267.65	2668.64		2931.5	3062.03	2334.7	1952.88
DNAJC17	16211	14518.4	17358.6	13294.4	17575.4	13572.4	13102.2	13675.9	19142.7	17956.4	19690.9	18811.6	21063.4	20176.5	18580	19794.9
